"name","rank","spell_type","save_type","rarity","action_category","actions_min","actions_max","description","source_id"
"Unraveling Blast","1","Focus","Will","Uncommon","Activity","2","2","You unleash a small blast of potential that destroys one of a creature's possible futures, leaving them reeling.",
"Untamed Form","1","Focus","None","Uncommon","Activity","2","2","You reach within for a different part of yourself, and you set it free, transforming your body into another form.",
"Untamed Shift","1","Focus","None","Uncommon","Activity","2","2","You transform just a part of your body.",
"Updraft","1","Focus","None","Uncommon","Activity","2","2","A powerful blast of wind erupts from the ground, launching the target into the air and sending it crashing back down.",
"Veil of Confidence","1","Focus","None","Uncommon","Free","0","0","You surround yourself in confidence.",
"Veil of Dreams","1","Focus","Will","Uncommon","Free","0","0","Your patron draws the target into a drowsy state, causing daydreams and sluggishness.",
"Vibrant Thorns","1","Focus","None","Uncommon","Free","0","0","Your body sprouts brambly thorns that thrive on life magic.",
"Victory Cry","1","Focus","None","Rare","Reaction","0","0","Your true might comes from your bonds with your allies, and you glory in their achievements.",
"Waking Nightmare","1","Focus","Will","Uncommon","Activity","2","2","You fill the creature's mind with a terrifying vision.",
"Warped Terrain","1","Focus","None","Uncommon","Activity","3","3","You create illusory hazards that cover all surfaces in the area.",
"Weapon Surge","1","Focus","None","Uncommon","Free","0","0","Holding your weapon aloft, you fill it with divine energy.",
"Weapon Trance","1","Focus","None","Uncommon","Free","0","0","The serenity of violence fills your mind, giving you a heightened sense of knowing exactly where your weapons need to be.",
"Whispering Quiet","1","Focus","None","Uncommon","Activity","2","2","You suppress sound in an area, preventing anyone from giving away valuable secrets.",
"Wildfire","1","Focus","Reflex","Uncommon","Activity","2","2","A thin layer of ash and flame covers the ground in the area.",
"Winter Bolt","1","Focus","None","Common","Activity","2","2","You fling a hollow icicle filled with winterâ€™s wrath.",
"Withering Grasp","1","Focus","None","Common","Activity","2","2","Your touch rots organic material and decays objects.",
"Word of Truth","1","Focus","None","Uncommon","Free","0","0","You speak a statement that you believe to be true and that is free of any attempt to deceive through twisting words, omission, and so on.",
"Zenith Star","1","Focus","Fortitude","Common","Activity","2","2","You call a tiny star to orbit a creature in a sparkling halo before shooting up into the heavens, where it marks the creatureâ€™s rough location.",
"Animal Feature","2","Focus","None","Uncommon","Free","0","0","Without fully transforming your body, you gain one animalistic feature, which you select from the list below each time you Cast the Spell.",
"Canopy Crawler","2","Focus","None","Uncommon","Activity","2","2","The target grows a prehensile tail, or gains prehensile qualities in their existing tail, to help them climb with ease.",
"Enlarge Companion","2","Focus","None","Uncommon","Activity","2","2","Your animal companion grows much larger, towering over its foes in battle.",
"Harmonize Self","2","Focus","None","Uncommon","Free","0","0","You heal yourself in one of the following ways, chosen by you when you cast the spell.",
"Hunter's Luck","2","Focus","None","Uncommon","Activity","1","1","You have a preternatural ability to remember details about your foes.",
"Imitate Fauna","2","Focus","None","Uncommon","Activity","2","2","You use your knowledge of nature to pass the target off as a common animal of the same size, representing a species chosen when the spell is cast.",
"Invoke the Crimson Oath","2","Focus","None","Uncommon","Activity","2","2","Unleash a blast of ruby light, striking all before you.",
"Lifelink Surge","2","Focus","None","Uncommon","Free","0","0","You make a quick gesture, tracing the link between yourself and your eidolon and drawing on your connection to slowly strengthen your shared life force.",
"Light of Revelation","2","Focus","None","Uncommon","Activity","2","2","Shed light, granting a bonus to Perception.",
"Luminous Stardust Healing","2","Focus","None","Rare","Activity","2","2","You scatter twinkling sparks from your sentinel weapon, replenishing your alliesâ€™ fighting spirit and driving out evil.",
"Magic Warrior Aspect","2","Focus","None","Uncommon","Activity","2","2","Gain the speed and senses of your totem animal.",
"Magic Warrior Transformation","2","Focus","None","Uncommon","Activity","2","2","transform into your totem animal.",
"Perfect Strike","2","Focus","None","Uncommon","Reaction","0","0","Reroll a missed unarmed strike.",
"Shining Starlight Attack","2","Focus","None","Rare","Activity","2","2","You brandish your sentinel weapon, summoning the image of your constellation above your head.",
"Soothing Mist","2","Focus","None","Uncommon","Activity","2","2","You call forth a magical mist that envelops a creature.",
"Spirit of the Beast","2","Focus","None","Uncommon","Free","0","0","You bring out the spirit of another animal that lives within your companion.",
"Sun Blade","2","Focus","None","Uncommon","Activity","2","2","Launch a bolt of divine sunfire.",
"Vision of Weakness","2","Focus","None","Uncommon","Free","0","0","You focus your gaze on a creature and gain a flash of divine insight into its nature.",
"Aberrant Whispers","3","Focus","Will","Uncommon","Activity","3","3","You utter phrases in an unknown tongue, assaulting the minds of those nearby.",
"Access Lore","3","Focus","None","Uncommon","Free","0","0","You sift through the multiverse's divine knowledge, seeking out tidbits related to a particular subject.",
"Ancestral Defense","3","Focus","None","Uncommon","Reaction","0","0","Your ancestor protects you against those who would bend your will.",
"Angelic Wings","3","Focus","None","Uncommon","Activity","2","2","Wings of pure light spread out from your back, granting you a fly Speed equal to your Speed.",
"Armor of Bones","3","Focus","None","Uncommon","Free","0","0","You ossify your physical form, mimicking the durability of bone.",
"Battlefield Persistence","3","Focus","None","Uncommon","Reaction","0","0","You're difficult to deter in battle.",
"Beastmaster Trance","3","Focus","None","Uncommon","Activity","3","3","You enter a trance that allows you to see through the senses of the target companion.",
"Blinding Beauty","3","Focus","Will","Uncommon","Free","0","0","You channel the allure of your nymph bloodline into a terribly beautiful glance.",
"Blood in the Water","3","Focus","None","Uncommon","Activity","2","2","Predators are drawn to the scent of blood, and blood can disperse shockingly far in the water.",
"Cascade Countermeasure","3","Focus","None","Uncommon","Free","0","0","You quickly adjust your Arcane Cascade to offer magical protection.",
"Combustion","3","Focus","Fortitude","Uncommon","Activity","2","2","You ignite a creature in lasting flames.",
"Deceiver's Cloak","3","Focus","None","Uncommon","Activity","2","2","Your patron drapes a cloak of illusion about you, making you appear as another creature of the same body shape with roughly similar height and weight as yourself.",
"Delay Affliction","3","Focus","None","Uncommon","Activity","2","2","With a surge of healing energy, you push back against an affliction threatening the target and grant a small amount of healing.",
"Dragon Breath","3","Focus","None","Uncommon","Activity","2","2","You spew energy from your mouth, dealing 5d6 damage with a basic Reflex save.",
"Drain Life","3","Focus","None","Uncommon","Free","0","0","You close your hand and pull life energy from another creature into yourself.",
"Eidolon's Wrath","3","Focus","None","Uncommon","Activity","2","2","Your eidolon releases a powerful energy attack.",
"Electrified Crystal Ward","3","Focus","None","Rare","Activity","2","2","You create an electric latch rune hazard on the target, creating a special crystalline lock on the object.",
"Elemental Motion","3","Focus","None","Uncommon","Activity","2","2","You call upon your element to propel you, improving your Speed depending on your element.",
"Embrace the Pit","3","Focus","None","Uncommon","Free","0","0","Devil horns grow from your skull, and your skin takes on features of the devil responsible for your diabolic bloodline.",
"Ephemeral Tracking","3","Focus","None","Uncommon","Activity","2","2","You can look at currents in the air and water and see tracks that you can follow just as you would on land.",
"Extend Blood Magic","3","Focus","None","Uncommon","Free","0","0","You call upon the arcane energy coursing through your blood to extend the magic it grants.",
"Extend Spell","3","Focus","None","Uncommon","Free","0","0","You call upon your bloodâ€™s knowledge of the ancients to extend your magic.",
"Eyes of the Dead","3","Focus","None","Uncommon","Activity","3","3","You enter a magical trance that allows you to perceive through the senses of the target creature.",
"Fey Disappearance","3","Focus","None","Uncommon","Free","0","0","You become invisible and ignore natural difficult terrain (such as underbrush).",
"Heart's Desire","3","Focus","Will","Uncommon","Activity","2","2","You surround your target with wondrous illusions of their greatest desires, which distract them from reality.",
"Horrific Visage","3","Focus","Will","Uncommon","Activity","2","2","You briefly transform your features into the horrific visage of a hag, striking fear into your enemies.",
"Incendiary Ashes","3","Focus","Fortitude","Uncommon","Activity","2","2","A cloud of magical ashes descends upon creatures in the area.",
"Inscrutable Mask","3","Focus","None","Uncommon","Activity","2","2","You shroud your form and features in an impenetrable mask of shadow.",
"Interstellar Void","3","Focus","Fortitude","Uncommon","Activity","2","2","You call upon the frigid depths of outer space to bring a terrible chill to your enemy.",
"Invoke the Harrow","3","Focus","Will","Uncommon","Activity","2","2","You draw a card from the harrow, either one from a deck you have in hand or magically produce one as part of the spell.",
"Ki Cutting Sight","3","Focus","None","Rare","Free","0","0","Ki flows through everything. Strike at just the right place with dire consequences",
